SOURCE_FEA,EVENTTYPE,STATION_NM,STATE,LON_SITE,LAT_SITE
12416000,StreamGage,HAYDEN CREEK BL NORTH FORK NR HAYDEN LAKE ID,ID,-116.65459722,47.822525
12416500,StreamGage,HAYDEN CREEK NR HAYDEN LAKE ID,ID,-116.69031111,47.822225
12370900,StreamGage,Teepee Creek near Polson MT,MT,-114.02438861,47.82144917
12125900,StreamGage,"NORTH CREEK BELOW PENNY CREEK NEAR BOTHELL, WA",WA,-122.2129061,47.82009747
12134000,StreamGage,"NORTH FORK SKYKOMISH RIVER AT INDEX, WA",WA,-121.55399737,47.81927162
12125950,StreamGage,"NORTH CREEK TRIBUTARY NEAR WOODINVILLE, WA",WA,-122.20790594,47.81843086
12452800,StreamGage,"ENTIAT RIVER NEAR ARDENVOIR, WA",WA,-120.42314384,47.81846178
12052500,StreamGage,"BIG QUILCENE RIVER NEAR QUILCENE, WA",WA,-122.91072042,47.81064698
12455000,StreamGage,"WENATCHEE RIVER BELOW WENATCHEE LAKE, WA",WA,-120.72342781,47.80817738
12454500,StreamGage,"WENATCHEE LAKE NEAR PLAIN, WA",WA,-120.77620672,47.83039884
12050500,StreamGage,"SNOW CREEK NEAR MAYNARD, WA",WA,-122.88739033,47.94009043
12041200,StreamGage,"HOH RIVER AT US HIGHWAY 101 NEAR FORKS, WA",WA,-124.25103289,47.80674726
12040900,StreamGage,"SOUTH FORK HOH RIVER NEAR FORKS, WA",WA,-123.99658313,47.80675128
12041000,StreamGage,"HOH RIVER NEAR FORKS, WA",WA,-124.10686313,47.80536067
12133000,StreamGage,"SOUTH FORK SKYKOMISH RIVER NEAR INDEX, WA",WA,-121.54677431,47.80538281
12452500,StreamGage,"CHELAN RIVER AT CHELAN, WA",WA,-120.01312541,47.83458081
12126900,StreamGage,"SCRIBER CREEK NEAR MOUNTLAKE TERRACE, WA",WA,-122.25873934,47.79926406
12069651,StreamGage,"GAMBLE CREEK NEAR PORT GAMBLE, WA",WA,-122.58208894,47.79898373
12359500,StreamGage,Spotted Bear River near Hungry Horse MT,MT,-113.5203658,47.92772417
12374500,StreamGage,Little Bitterroot near Niarada MT,MT,-114.653741,47.794385
12126000,StreamGage,"NORTH CREEK NEAR BOTHELL, WA",WA,-122.19762683,47.79148678
12052200,StreamGage,"BIG QUILCENE RIVER ABOVE DIVERSION NR QUILCENE, WA",WA,-122.98072121,47.7850912
12431000,StreamGage,"LITTLE SPOKANE RIVER AT DARTFORD, WA",WA,-117.40438557,47.78461388
12052210,StreamGage,"BIG QUILCENE RIVER BELOW DIVERSION NR QUILCENE, WA",WA,-122.97961006,47.78453566
12127400,StreamGage,"LAKE BALLINGER NEAR EDMONDS, WA",WA,-122.32846296,47.77843062
12431500,StreamGage,"LITTLE SPOKANE RIVER NEAR DARTFORD, WA",WA,-117.49633379,47.78100099
12450700,StreamGage,"COLUMBIA RIVER BELOW WELLS DAM, WA",WA,-119.86672996,47.94652975
12435500,StreamGage,"FEEDER CANAL AT GRAND COULEE, WA",WA,-118.99557706,47.95126322
12126100,StreamGage,"NORTH CREEK NEAR WOODINVILLE, WA",WA,-122.18818177,47.7798203
12156000,StreamGage,"WOOD CREEK NEAR EVERETT, WA",WA,-122.18457656,47.92342999
12155300,StreamGage,"PILCHUCK RIVER NEAR SNOHOMISH, WA",WA,-122.07318482,47.93482012
12426000,StreamGage,"SPOKANE RIVER BELOW NINE MILE DAM AT SPOKANE, WA",WA,-117.54439039,47.77600054
12419800,StreamGage,"NEWMAN LAKE NEAR NEWMAN LAKE, WA",WA,-117.07881493,47.76851021
12039300,StreamGage,"NORTH FORK QUINAULT RIVER NEAR AMANDA PARK, WA",WA,-123.62434411,47.59592118
12389500,StreamGage,Thompson River near Thompson Falls MT,MT,-115.229593,47.59188056
12417000,StreamGage,HAYDEN LAKE AT HAYDEN LAKE ID,ID,-116.73972222,47.74888889
12457000,StreamGage,"WENATCHEE RIVER AT PLAIN, WA",WA,-120.66620391,47.76289953
12126500,StreamGage,"SAMMAMISH RIVER AT BOTHELL, WA",WA,-122.2037366,47.75870932
12127500,StreamGage,"MCALEER CREEK NEAR BOTHELL, WA",WA,-122.29151623,47.75815331
12125500,StreamGage,"BEAR CREEK AT WOODINVILLE, WA",WA,-122.16512501,47.75676511
12127100,StreamGage,"SWAMP CREEK AT KENMORE, WA",WA,-122.23373679,47.75593141
12136000,StreamGage,"OLNEY CREEK NEAR STARTUP, WA",WA,-121.72067476,47.92621382
12127300,StreamGage,"LYON CREEK AT LAKE FOREST PARK, WA",WA,-122.27762661,47.75287567
12070000,StreamGage,"DOGFISH CREEK NEAR POUSLBO, WA",WA,-122.64459334,47.75287241
12127600,StreamGage,"MCALEER CREEK AT LAKE FOREST PARK, WA",WA,-122.28123779,47.75176455
12150500,StreamGage,"CHERRY CREEK NEAR DUVALL, WA",WA,-121.94428805,47.74426658
12150400,StreamGage,"SNOQUALMIE RIVER AT DUVALL, WA",WA,-121.98790041,47.74315509
12070040,StreamGage,"JOHNSON CREEK AT DNR SITE NEAR POULSBO, WA",WA,-122.67876302,47.74314973
12424500,StreamGage,"SPOKANE RIVER AT 7 MILE BRIDGE NEAR SPOKANE, WA",WA,-117.52049983,47.74016701
12131000,StreamGage,"BECKLER RIVER NEAR SKYKOMISH, WA",WA,-121.32065773,47.73871883
12123000,StreamGage,"COTTAGE LAKE CREEK NEAR REDMOND, WA",WA,-122.08040147,47.73732127
12452890,StreamGage,"MAD RIVER AT ARDENVOIR, WA",WA,-120.36869622,47.73679435
12070050,StreamGage,"JOHNSON CREEK NEAR POULSBO, WA",WA,-122.66292755,47.73315
12053000,StreamGage,"DOSEWALLIPS RIVER NEAR BRINNON, WA",WA,-123.00960845,47.72620248
12135500,StreamGage,"OLNEY CREEK NEAR GOLD BAR, WA",WA,-121.7095637,47.9442696
12042500,StreamGage,"SOLEDUCK RIVER NEAR QUILLAYUTE, WA",WA,-124.46743255,47.95118674
12122500,StreamGage,"BEAR CREEK NEAR REDMOND, WA",WA,-122.07734552,47.71759922
12123100,StreamGage,"COTTAGE LAKE CREEK AB BEAR CREEK NEAR REDMOND, WA",WA,-122.08651228,47.71732139
12147500,StreamGage,"NORTH FORK TOLT RIVER NEAR CARNATION, WA",WA,-121.78872715,47.71232365
12418500,StreamGage,SPOKANE VALLEY FARMS CO CANAL AT POST FALLS ID,ID,-116.95436389,47.71176389
12418000,StreamGage,RATHDRUM PRAIRIE CANAL NR HUETTER ID,ID,-116.87303611,47.70995
12129000,StreamGage,"TYE RIVER NEAR SKYKOMISH, WA",WA,-121.29565663,47.70538647
12132000,StreamGage,"MILLER RIVER AT MILLER RIVER, WA",WA,-121.39843483,47.70816322
12147800,StreamGage,"SF TOLT RIVER AT UPPER STATION NEAR CARNATION, WA",WA,-121.61510775,47.70816001
12120500,StreamGage,"JUANITA CREEK NEAR KIRKLAND, WA",WA,-122.21540242,47.70732072
12411000,StreamGage,NF COEUR D ALENE R AB SHOSHONE CK NR PRICHARD ID,ID,-115.97916667,47.70611111
12147600,StreamGage,"SOUTH FORK TOLT RIVER NEAR INDEX, WA",WA,-121.60010693,47.70677144
12130500,StreamGage,"SOUTH FORK SKYKOMISH RIVER NEAR SKYKOMISH, WA",WA,-121.30954557,47.70538634
12147700,StreamGage,"PHELPS CREEK NEAR INDEX, WA",WA,-121.60260702,47.70538252
12125200,StreamGage,"SAMMAMISH RIVER NEAR WOODINVILLE, WA",WA,-122.14262378,47.70398784
12371100,StreamGage,Hell Roaring Creek near Polson MT,MT,-114.04932889,47.70289222
12433542,StreamGage,"BLUE CR AB MIDNITE MINE DRAINAGE NR WELLPINIT, WA",WA,-118.0894203,47.92432822
12419000,StreamGage,SPOKANE RIVER NR POST FALLS ID,ID,-116.97797468,47.70295737
12374000,StreamGage,Little Bitterroot River near Hubbart MT,MT,-114.7282575,47.9217675
12138150,StreamGage,"SULTAN RIVER BELOW CHAPLAIN CREEK NEAR SULTAN, WA",WA,-121.81123283,47.91426807
12155500,StreamGage,"SNOHOMISH RIVER AT SNOHOMISH, WA",WA,-122.09901814,47.91037553
12170400,StreamGage,"CULTUS CREEK NEAR MAXWELTON, WA",WA,-122.40125133,47.93481674
12433558,StreamGage,"BLUE CR BL MIDNITE MINE DRAINAGE NR WELLPINIT, WA",WA,-118.08997587,47.92321708
12123200,StreamGage,"BEAR CREEK TRIBUTARY NEAR REDMOND, WA",WA,-122.0701229,47.70037718
12371550,StreamGage,Flathead Lake at Polson MT,MT,-114.16224694,47.69684722
12421500,StreamGage,"SPOKANE RIVER BELOW TRENT BRIDGE NEAR SPOKANE, WA",WA,-117.24409843,47.69711678
12148300,StreamGage,"SF TOLT RIVER BL REGULATING BASIN NR CARNATION, WA",WA,-121.78733785,47.69676817
12128000,StreamGage,"THORNTON CREEK NEAR SEATTLE, WA",WA,-122.27623684,47.69565378
12138160,StreamGage,"SULTAN RIVER BELOW POWERPLANT NEAR SULTAN, WA",WA,-121.81539944,47.90732356
12133500,StreamGage,"TROUBLESOME CREEK NEAR INDEX, WA",WA,-121.39566216,47.89982912
12433561,StreamGage,"BLUE CREEK NEAR MOUTH NEAR WELLPINIT, WA",WA,-118.13581115,47.89682721
12359000,StreamGage,S F Flathead R at Sbrs nr Hungry Horse MT,MT,-113.5245325,47.9221686
12148500,StreamGage,"TOLT RIVER NEAR CARNATION, WA",WA,-121.82400559,47.69565678
12148700,StreamGage,"STOSSEL CREEK NEAR CARNATION, WA",WA,-121.8317836,47.69565672
12147900,StreamGage,"SOUTH FORK TOLT RESERVOIR NEAR CARNATION, WA",WA,-121.68900008,47.69371422
12053500,StreamGage,"DOSEWALLIPS RIVER AT BRINNON, WA",WA,-122.89904824,47.69009231
12148000,StreamGage,"SOUTH FORK TOLT RIVER NEAR CARNATION, WA",WA,-121.7134457,47.68926929
12421000,StreamGage,"SPOKANE RIVER AT TRENT, WA",WA,-117.22604157,47.688784
12054000,StreamGage,"DUCKABUSH RIVER NEAR BRINNON, WA",WA,-123.01155106,47.68398059
12419500,StreamGage,"SPOKANE RIVER AB LIBERTY BR NR OTIS ORCHARD, WA",WA,-117.08575648,47.68212132
12372000,StreamGage,Flathead River near Polson MT,MT,-114.246788,47.6802158
12422000,StreamGage,"SPOKANE RIVER BELOW GREEN ST AT SPOKANE, WA",WA,-117.36465712,47.67905905
12149500,StreamGage,"HARRIS CREEK NEAR CARNATION, WA",WA,-121.90734104,47.67815626
12042800,StreamGage,"BOGACHIEL RIVER NEAR FORKS, WA",WA,-124.35659464,47.89424478
12420500,StreamGage,"SPOKANE RIVER AT GREENACRES, WA",WA,-117.15214844,47.67739725
12124000,StreamGage,"EVANS CREEK (ABOVE MOUTH) NEAR REDMOND, WA",WA,-122.08123368,47.67509954
12453500,StreamGage,"PINE CANYON CREEK NEAR WATERVILLE, WA",WA,-120.11229309,47.66929823
12125000,StreamGage,"SAMMAMISH RIVER NEAR REDMOND, WA",WA,-122.13178975,47.66926593
12124500,StreamGage,"BEAR CREEK AT REDMOND, WA",WA,-122.10956726,47.66926607
12149000,StreamGage,"SNOQUALMIE RIVER NEAR CARNATION, WA",WA,-121.92539687,47.66593399
12452990,StreamGage,"ENTIAT RIVER NEAR ENTIAT, WA",WA,-120.25063411,47.66318503
12465400,StreamGage,"WILSON CREEK BELOW CORBETT DRAW NEAR ALMIRA, WA",WA,-118.93056664,47.66292631
12411500,StreamGage,COEUR D ALENE RIVER AT PRICHARD ID,ID,-115.96764722,47.661975
12453000,StreamGage,"ENTIAT RIVER AT ENTIAT, WA",WA,-120.22618818,47.66096312
12422500,StreamGage,"SPOKANE RIVER AT SPOKANE, WA",WA,-117.44910293,47.65933545
12450650,StreamGage,"WELLS POWERPLANT HEADWATER NEAR PATEROS, WA",WA,-119.86367424,47.94764093
12122010,StreamGage,"SAMMAMISH RIVER ABOVE BEAR CREEK NEAR REDMOND, WA",WA,-122.11595603,47.65759945
12411935,StreamGage,PRICHARD CREEK AT MOUTH AT PRICHARD ID,ID,-115.96877911,47.65659149
12369650,StreamGage,North Fork Lost Creek near Swan Lake MT,MT,-113.7989856,47.88494639
12420000,StreamGage,"LIBERTY LAKE AT LIBERTY LAKE, WA",WA,-117.08992189,47.65239911
12122000,StreamGage,"SAMMAMISH LAKE NEAR REDMOND, WA",WA,-122.11178796,47.5795445
12424000,StreamGage,"HANGMAN CREEK AT SPOKANE, WA",WA,-117.44965804,47.65266882
12137290,StreamGage,"SOUTH FORK SULTAN RIVER NEAR SULTAN, WA",WA,-121.62678265,47.94732637
12374800,StreamGage,Cromwell Creek near Niarada MT,MT,-114.5020739,47.88161056
12051900,StreamGage,"LITTLE QUILCENE RIVER BELOW DIV NR QUILCENE, WA",WA,-122.95961266,47.87481306
12454000,StreamGage,"WHITE RIVER NEAR PLAIN, WA",WA,-120.8703752,47.87400805
12040700,StreamGage,"HOH RIVER BELOW MT TOM CREEK NEAR FORKS, WA",WA,-123.88519519,47.86841907
12415500,StreamGage,COEUR D ALENE LAKE AT COEUR D ALENE ID,ID,-116.77138889,47.66527778
12415350,StreamGage,WOLF LODGE CREEK NR COEUR D ALENE ID,ID,-116.61733056,47.64079444
12069550,StreamGage,"BIG BEEF CREEK NEAR SEABECK, WA",WA,-122.78515274,47.64064868
12412000,StreamGage,COEUR D ALENE RIVER NR PRICHARD ID,ID,-115.98516944,47.63618889
12144800,StreamGage,"BEAVER CREEK NEAR SNOQUALMIE, WA",WA,-121.75122406,47.63176869
12412500,StreamGage,LTL NF COEUR D ALENE RIVER NR ENAVILLE ID,ID,-116.259075,47.61756389
12147000,StreamGage,"GRIFFIN CREEK NEAR CARNATION, WA",WA,-121.90539514,47.61593448
12121830,StreamGage,"INGLEWOOD CREEK AT E LK SAMM PKWY NR REDMOND, WA",WA,-122.06762128,47.61537788
12142000,StreamGage,"NF SNOQUALMIE RIVER NEAR SNOQUALMIE FALLS, WA",WA,-121.71344373,47.61482536
12120000,StreamGage,"MERCER CREEK NEAR BELLEVUE, WA",WA,-122.18095605,47.60287716
12121815,StreamGage,"PINE LAKE CREEK AT B.N. RR NEAR ISSAQUAH, WA",WA,-122.07928787,47.60204457
12135000,StreamGage,"WALLACE RIVER AT GOLD BAR, WA",WA,-121.68261579,47.86399196
12433200,StreamGage,"CHAMOKANE CREEK BELOW FALLS NEAR LONG LAKE, WA",WA,-117.85884965,47.86155341
12141000,StreamGage,"WOODS CREEK NEAR MONROE, WA",WA,-121.92651258,47.86871101
12136500,StreamGage,"MAY CREEK NEAR GOLD BAR, WA",WA,-121.60955679,47.85815973
12125800,StreamGage,"PENNY CREEK NEAR EVERETT, WA",WA,-122.21262983,47.85398599
12141100,StreamGage,"SKYKOMISH RIVER AT MONROE, WA",WA,-121.95929087,47.85204398
12142200,StreamGage,"CALLIGAN CREEK NEAR SNOQUALMIE, WA",WA,-121.6901087,47.60121502
12120005,StreamGage,"SURREY DOWNS STORM SEWER OUTFALL AT BELLEVUE, WA",WA,-122.19290064,47.60037709
12391000,StreamGage,Clark Fork at Thompson Falls MT,MT,-115.37029861,47.59549861
12072000,StreamGage,"CHICO CREEK NEAR BREMERTON, WA",WA,-122.70958959,47.59009406
12361600,StreamGage,Canyon Creek near Hungry Horse MT,MT,-113.7620492,48.2138494
12363500,StreamGage,Flathead River near Kalispell MT,MT,-114.2573506,48.21051556
12163000,StreamGage,"JIM CREEK NEAR OSO, WA",WA,-121.92902346,48.20815903
12395000,StreamGage,PRIEST RIVER NR PRIEST RIVER ID,ID,-116.91464294,48.20852
12163500,StreamGage,"CUB CREEK NEAR OSO, WA",WA,-121.9373569,48.20538108
12167700,StreamGage,"STILLAGUAMISH RIVER NEAR SILVANA, WA",WA,-122.21042332,48.19648845
12451500,StreamGage,"RAILROAD CREEK AT LUCERNE, WA",WA,-120.59842991,48.19569165
12164500,StreamGage,"SF STILLAGUAMISH RIVER NEAR ARLINGTON, WA",WA,-122.09708471,48.19426758
12407550,StreamGage,"WAITTS LAKE NEAR VALLEY, WA",WA,-117.78802191,48.19017279
12395500,StreamGage,PEND OREILLE RIVER AT NEWPORT WA,ID,-117.03436893,48.18212792
12186500,StreamGage,"WHITE CHUCK RIVER NEAR DARRINGTON, WA",WA,-121.38455744,48.1748323
12437500,StreamGage,"NESPELEM RIVER AT NESPELEM, WA",WA,-118.98224802,48.17626713
12437000,StreamGage,"NESPELEM CANAL NEAR NESPELEM, WA",WA,-118.9828036,48.17654491
12169500,StreamGage,"FISH CREEK NEAR ARLINGTON, WA",WA,-122.22486745,48.17621007
12164000,StreamGage,"JIM CREEK NEAR ARLINGTON, WA",WA,-122.06930481,48.1734342
12355700,StreamGage,Middle Fork Flathead River nr Essex MT,MT,-113.5453756,48.1721797
12186000,StreamGage,"SAUK RIVER AB WHITECHUCK RIVER NEAR DARRINGTON, WA",WA,-121.47067234,48.16872009
12162500,StreamGage,"SF STILLAGUAMISH RIVER AB JIM CR NR ARLINGTON, WA",WA,-122.06930458,48.16787854
12367000,StreamGage,Ashley Creek near Kila MT,MT,-114.6009703,48.16662417
12437505,StreamGage,"NESPELEM RIVER BELOW MILLPOND AT NESPELEM, WA",WA,-118.98058108,48.16515585
12367500,StreamGage,Ashley Creek near Kalispell MT,MT,-114.43334556,48.16495472
12043430,StreamGage,"EAST TWIN RIVER NEAR PYSHT, WA",WA,-123.94381567,48.16341834
12043150,StreamGage,"OZETTE RIVER AT OZETTE, WA",WA,-124.66912133,48.15339917
12201000,StreamGage,"FRIDAY CREEK NEAR BURLINGTON, WA",WA,-122.33877279,48.5720528
12392155,StreamGage,LIGHTNING CREEK AT CLARK FORK ID,ID,-116.18323104,48.15103856
12428000,StreamGage,"SACHEEN LAKE NEAR NEWPORT, WA",WA,-117.30188409,48.16378951
12049000,StreamGage,"DUNGENESS RIVER AT DUNGENESS, WA",WA,-123.12906699,48.14425967
12407530,StreamGage,"JUMPOFF JOE LAKE NEAR VALLEY, WA",WA,-117.68607082,48.13628386
12157500,StreamGage,"LAKE GOODWIN NEAR SILVANA, WA",WA,-122.30042413,48.13370856
12361500,StreamGage,Graves Creek near Hungry Horse MT,MT,-113.8106583,48.1305122
12158000,StreamGage,"LAKE SHOECRAFT NEAR TULALIP, WA",WA,-122.30431279,48.12593058
12161500,StreamGage,"CANYON CREEK NEAR GRANITE FALLS, WA",WA,-121.93040909,48.12065743
12427500,StreamGage,"DIAMOND LAKE NEAR NEWPORT, WA",WA,-117.21910101,48.11878966
12407520,StreamGage,"DEER CREEK NEAR VALLEY, WA",WA,-117.79885366,48.11822637
12046500,StreamGage,"ELWHA RIVER BELOW DIVERSION NEAR PORT ANGELES, WA",WA,-123.55407872,48.11508937
12158007,StreamGage,"WEALLUP LAKE AT OUTLET NEAR TULALIP, WA",WA,-122.3015342,48.1120414
12157130,StreamGage,"JOHN SAM LAKE NEAR TULALIP, WA",WA,-122.24847645,48.11148619
12451600,StreamGage,"SAFETY HARBOR CREEK NEAR MANSON, WA",WA,-120.36008883,48.11041563
12406000,StreamGage,"DEER LAKE NEAR LOON LAKE, WA",WA,-117.60606632,48.10767293
12434500,StreamGage,"SANPOIL RIVER NEAR KELLER, WA",WA,-118.69862498,48.10765829
12046100,StreamGage,"ELWHA RIVER BELOW ELWHA DAM NEAR PORT ANGELES, WA",WA,-123.5529675,48.10536717
12157000,StreamGage,"QUILCEDA CREEK NEAR MARYSVILLE, WA",WA,-122.16319478,48.10454274
12161000,StreamGage,"SF STILLAGUAMISH RIVER NEAR GRANITE FALLS, WA",WA,-121.95318678,48.10315676
12157020,StreamGage,"WEST FORK QUILCEDA CREEK NEAR MARYSVILLE, WA",WA,-122.18597333,48.10065347
12158010,StreamGage,"TULALIP CREEK ABOVE EAST BRANCH NEAR TULALIP, WA",WA,-122.28931075,48.09731893
12044000,StreamGage,"LYRE RIVER AT PIEDMONT, WA",WA,-123.81158857,48.09619807
12162000,StreamGage,"SF STILLAGUAMISH RIVER AT GRANITE FALLS, WA",WA,-121.97346473,48.09426739
12185000,StreamGage,"NORTH FORK SAUK RIVER NEAR BARLOW PASS, WA",WA,-121.34844284,48.09344241
12158032,StreamGage,"EAST BRANCH TULALIP CREEK NR MOUTH NR TULALIP, WA",WA,-122.28014349,48.09287445
12373000,StreamGage,Little Bitterroot River near Marion MT,MT,-114.69902806,48.09228083
12369000,StreamGage,Flathead River near Bigfork MT,MT,-114.1148392,48.0924544
12392000,StreamGage,CLARK FORK AT WHITEHORSE RAPIDS NR CABINET ID,ID,-116.11763889,48.09300833
12184700,StreamGage,"SKAGIT RIVER NEAR ROCKPORT, WA",WA,-121.54818737,48.49261642
12157200,StreamGage,"ROSS LAKE NEAR MARYSVILLE, WA",WA,-122.23069694,48.09093044
12391950,StreamGage,CLARK FORK RIVER BELOW CABINET GORGE DAM ID,ID,-116.07277778,48.08805556
12157005,StreamGage,"QUILCEDA CREEK AB WEST FORK NEAR MARYSVILLE, WA",WA,-122.17513885,48.08537553
12048650,StreamGage,"DUNGENESS RIVER AT RR BRIDGE NEAR SEQUIM, WA",WA,-123.14767817,48.08536993
12193500,StreamGage,"BAKER RIVER AT CONCRETE, WA",WA,-121.7431956,48.53983699
12047500,StreamGage,"SIEBERT CREEK NEAR PORT ANGELES, WA",WA,-123.28240387,48.0831474
12449950,StreamGage,"METHOW RIVER NEAR PATEROS, WA",WA,-119.98507229,48.07736394
12158500,StreamGage,"SF STILLAGUAMISH RIVER AT SILVERTON, WA",WA,-121.58372957,48.07343942
12456000,StreamGage,"PHELPS CREEK NEAR PLAIN, WA",WA,-120.84982146,48.07345831
12371500,StreamGage,Flathead Lake at Somers MT,MT,-114.2259567,48.0727308
12158040,StreamGage,"TULALIP CREEK NEAR TULALIP, WA",WA,-122.28792037,48.06842941
12159500,StreamGage,"SF STILLAGUAMISH RIVER NEAR SILVERTON, WA",WA,-121.6067858,48.06649455
12042000,StreamGage,"SOLEDUCK RIVER NEAR BEAVER, WA",WA,-124.0985402,48.06647103
12185500,StreamGage,"SOUTH FORK SAUK RIVER NEAR BARLOW PASS, WA",WA,-121.40677778,48.06233017
12048550,StreamGage,"DUNGENESS RIVER AT DUNGENESS MDWS NR CARLSBORG, WA",WA,-123.15406704,48.06175851
12451620,StreamGage,"GRADE CREEK NEAR MANSON, WA",WA,-120.25841762,48.05985999
12407000,StreamGage,"SHEEP CREEK AT LOON LAKE, WA",WA,-117.65384512,48.05961563
12157250,StreamGage,"MISSION CREEK NEAR TULALIP, WA",WA,-122.2673635,48.05842935
12407500,StreamGage,"SHEEP CREEK AT SPRINGDALE, WA",WA,-117.75218272,48.05767008
12406500,StreamGage,"LOON LAKE NEAR LOON LAKE, WA",WA,-117.64273342,48.05544897
12045500,StreamGage,"ELWHA RIVER AT MCDONALD BR NEAR PORT ANGELES, WA",WA,-123.58324625,48.05481143
12152500,StreamGage,"PILCHUCK RIVER NEAR GRANITE FALLS, WA",WA,-121.95818505,48.05398912
12391550,StreamGage,Bull River near Noxon MT,MT,-115.8346158,48.0471544
12450500,StreamGage,"METHOW RIVER AT PATEROS, WA",WA,-119.91229003,48.04708647
12041500,StreamGage,"SOLEDUCK RIVER NEAR FAIRHOLM, WA",WA,-123.95909168,48.04425133
12047300,StreamGage,"MORSE CREEK NEAR PORT ANGELES, WA",WA,-123.35046089,48.03786884
12435000,StreamGage,"SANPOIL RIVER AT KELLER, WA",WA,-118.66556591,48.03460173
12153000,StreamGage,"LITTLE PILCHUCK C NEAR LAKE STEVENS, WA",WA,-122.05235395,48.033154
12361000,StreamGage,Sullivan Creek near Hungry Horse MT,MT,-113.7037053,48.0291183
12451650,StreamGage,"GOLD CREEK NEAR MANSON, WA",WA,-120.19147004,48.0243043
12370000,StreamGage,Swan River near Bigfork MT,MT,-113.9798289,48.0243961
12427000,StreamGage,"LITTLE SPOKANE RIVER AT ELK, WA",WA,-117.27299187,48.02211963
12175400,StreamGage,"THUNDER CREEK BELOW MCALLISTER CR NR NEWHALEM, WA",WA,-121.05122808,48.63318416
12185300,StreamGage,"ELLIOTT CR AT GOAT LAKE OUTLET NR MONTE CRISTO, WA",WA,-121.35649709,48.02205219
12154000,StreamGage,"STEVENS CREEK AT LAKE STEVENS, WA",WA,-122.05402001,48.016487
12048000,StreamGage,"DUNGENESS RIVER NEAR SEQUIM, WA",WA,-123.13267727,48.01425781
12189500,StreamGage,"SAUK RIVER NEAR SAUK, WA",WA,-121.5684634,48.42455859
12428500,StreamGage,"ELOIKA LAKE NEAR ELK, WA",WA,-117.37466425,48.02906275
12438000,StreamGage,"COLUMBIA RIVER AT BRIDGEPORT, WA",WA,-119.66533032,48.00653331
12365800,StreamGage,Swift Creek near Whitefish MT,MT,-114.432081,48.4830208
12167500,StreamGage,"ARMSTRONG CREEK NEAR ARLINGTON, WA",WA,-122.13458758,48.22065653
12045000,StreamGage,"LAKE MILLS AT GLINES CANYON NEAR PORT ANGELES, WA",WA,-123.59991327,48.00203353
12392895,StreamGage,BLANCHARD CREEK AB RES NR BLANCHARD ID,ID,-117.03186669,47.99879011
12437900,StreamGage,"RUFUS WOODS LAKE AT BRIDGEPORT, WA",WA,-119.63588392,47.99431125
12433100,StreamGage,"CHAMOKANE CREEK NEAR SPRINGDALE, WA",WA,-117.72773532,47.99461331
12360600,StreamGage,Soldier Creek near Hungry Horse MT,MT,-113.5814792,47.99161556
12360500,StreamGage,Lower Twin Creek near Hungry Horse MT,MT,-113.56339278,47.99124889
12154500,StreamGage,"DUBUQUE CREEK NEAR LAKE STEVENS, WA",WA,-122.02846263,47.99120932
12043080,StreamGage,"EAST FORK DICKEY RIVER NEAR LA PUSH, WA",WA,-124.54715895,47.9859069
12137260,StreamGage,"WILLIAMSON CREEK NEAR SULTAN, WA",WA,-121.60122733,47.98566018
12360000,StreamGage,Twin Creek near Hungry Horse MT,MT,-113.56225083,47.98474028
12359800,StreamGage,S F Flathead R ab Twin C nr Hungry Horse MT,MT,-113.560923,47.979115
12451700,StreamGage,"ANTILON LAKE FEEDER SYSTEM NEAR MANSON, WA",WA,-120.16452402,47.97902578
12137500,StreamGage,"SULTAN RIVER NEAR STARTUP, WA",WA,-121.7809558,47.97399088
12051500,StreamGage,"CHIMACUM CREEK NEAR CHIMACUM, WA",WA,-122.77766537,47.97397882
12044910,StreamGage,"ELWHA RIVER SITE 1 AT LK MILLS NR PORT ANGELES, WA",WA,-123.58963421,47.97286683
12137200,StreamGage,"ELK CREEK NEAR SULTAN, WA",WA,-121.55455831,47.97038303
12044900,StreamGage,"ELWHA RIVER ABOVE LAKE MILLS NR PORT ANGELES, WA",WA,-123.59074528,47.97008903
12436500,StreamGage,"COLUMBIA RIVER AT GRAND COULEE, WA",WA,-118.98279917,47.96543024
12043100,StreamGage,"DICKEY RIVER NEAR LA PUSH, WA",WA,-124.54854699,47.96507373
12304500,StreamGage,Yaak River near Troy MT,MT,-115.97018,48.56188667
12410500,StreamGage,"STRANGER CREEK AT INCHELIUM, WA",WA,-118.18999125,48.29211421
12179900,StreamGage,"BACON CREEK BELOW OAKES CREEK NEAR MARBLEMOUNT, WA",WA,-121.39957268,48.60456623
12361700,StreamGage,Goldie Creek near Hungry Horse MT,MT,-113.842608,48.2249611
12043350,StreamGage,"CLALLAM RIVER NEAR CLALLAM BAY, WA",WA,-124.25410466,48.22341171
12392450,StreamGage,RAPID LIGHTNING CREEK NR COLBURN ID,ID,-116.40191944,48.367025
12305500,StreamGage,BOULDER CREEK NR LEONIA ID,ID,-116.0926855,48.59827328
12178100,StreamGage,"NEWHALEM CREEK NEAR NEWHALEM, WA",WA,-121.23845625,48.65595877
12358000,StreamGage,Mcdonald Creek at Apgar MT,MT,-113.99830806,48.52613389
12301850,StreamGage,Kootenai River at Warland Bridge nr Libby MT,MT,-115.28488673,48.49995702
